step,max_kl,lr,steps,reward_mean,value_mean,ret_mean,adv_mean,explained_variance,rollout_end_time,value_loss,policy_loss,final_policy_loss,i_scale,kl,entropy,gd_time,total_time
1166,0.01,0.001,600,-0.160529,-5.2327,-5.35271,-0.11726,0.98546,0.0563073,0.687272,0.113792,0.11079,0,0.00891315,0.0600325,8.71181,14656.2
1167,0.01,0.001,600,-0.163581,-5.21622,-5.31387,-0.0931431,0.988214,0.0548844,0.634549,0.0962521,0.0951097,1,0.00252661,0.0431119,8.41964,14668.2
1168,0.01,0.001,600,-0.158962,-5.5196,-5.46046,0.0629902,0.987312,0.055835,0.682439,-0.0687903,-0.070019,1,0.00256182,0.0299754,8.49312,14680.9
1169,0.01,0.001,600,-0.14737,-4.77056,-4.68055,0.0936352,0.987337,0.0499153,0.527952,-0.107207,-0.110336,0,0.00900598,0.0456661,8.21125,14692.6
1170,0.01,0.001,600,-0.150021,-4.77661,-4.78253,-0.00268592,0.99195,0.0518816,0.424764,-0.00807055,-0.00949713,0,0.00921824,0.0370588,8.02784,14703.9
1171,0.01,0.001,600,-0.13088,-4.40861,-4.19424,0.216846,0.981292,0.0513844,0.636713,-0.263189,-0.265626,0,0.00893374,0.0326526,7.83729,14715.1
1172,0.01,0.001,600,-0.162342,-4.58409,-5.01141,-0.423725,0.987035,0.05738,0.60348,0.427965,0.426656,1,0.00243829,0.0152727,9.18374,14728.5
1173,0.01,0.001,600,-0.158729,-4.98137,-5.14265,-0.157878,0.985561,0.0533025,0.630847,0.150449,0.147951,0,0.00812343,0.0382896,8.06449,14740.2
1174,0.01,0.001,600,-0.156096,-5.00256,-5.09534,-0.0891405,0.991176,0.0546823,0.565002,0.0794237,0.0786624,1,0.00251494,0.0395009,8.56111,14752.4
1175,0.01,0.001,600,-0.152699,-5.1356,-5.12252,0.0161185,0.987526,0.0587339,0.704603,-0.0377708,-0.0389485,1,0.00251417,0.0406102,8.08001,14764
1176,0.01,0.001,600,-0.139394,-4.68538,-4.5115,0.177438,0.986947,0.0534632,0.599048,-0.171704,-0.174697,0,0.00971157,0.0385673,8.04252,14775.6
1177,0.01,0.001,600,-0.169714,-5.05583,-5.44971,-0.389973,0.981009,0.0552444,1.0533,0.422144,0.418775,0,0.0097172,0.00350866,8.30454,14787.4
1178,0.01,0.001,600,-0.150843,-5.15796,-5.05897,0.102629,0.978258,0.0549903,1.06071,-0.0965109,-0.0982042,1,0.00241286,0.00270233,8.25761,14799.1
1179,0.01,0.001,600,-0.158455,-5.2103,-5.3206,-0.10654,0.982197,0.0533874,0.743079,0.126635,0.124543,0,0.00908166,0.0101017,8.5617,14826
1180,0.01,0.001,600,-0.146013,-4.98219,-4.85635,0.12864,0.98893,0.0543084,0.556152,-0.129898,-0.130754,1,0.002439,0.00449499,8.18502,14837.8
1181,0.01,0.001,600,-0.148309,-4.91839,-4.79906,0.123425,0.975061,0.0520213,0.946661,-0.113629,-0.116834,0,0.00916602,0.0252808,8.14472,14849.3
1182,0.01,0.001,600,-0.150904,-4.84516,-4.82882,0.0203367,0.990733,0.0575609,0.489036,-0.0031743,-0.00537957,0,0.00977718,-0.00997065,7.7711,14860.4
1183,0.01,0.001,600,-0.141298,-4.78772,-4.6832,0.107105,0.983677,0.0538974,0.817923,-0.109152,-0.112765,0,0.00861717,0.0163877,9.04731,14873
1184,0.01,0.001,600,-0.149689,-4.53237,-4.65292,-0.117449,0.984342,0.0568347,0.796827,0.109636,0.107105,0,0.00883322,0.0332454,8.02566,14884.3
1185,0.01,0.001,600,-0.147341,-4.80422,-4.80724,-6.85151e-05,0.983909,0.0565052,0.681416,0.00733265,0.00579502,1,0.00245001,0.0288435,8.3433,14896.2
1186,0.01,0.001,600,-0.146435,-4.28394,-4.41996,-0.133476,0.973499,0.0555649,0.775316,0.113302,0.110895,0,0.00910368,0.0504972,8.29871,14907.9
1187,0.01,0.001,600,-0.156721,-4.77898,-4.96227,-0.178372,0.986921,0.0531428,0.587394,0.183344,0.181322,0,0.00931588,0.0533135,8.39767,14920.6
1188,0.01,0.001,600,-0.158013,-4.72713,-4.8945,-0.162253,0.974667,0.056247,1.18494,0.142676,0.138378,0,0.00980124,0.0290549,8.58505,14932.8
1189,0.01,0.001,600,-0.157254,-4.9564,-5.10573,-0.144472,0.986395,0.058326,0.7129,0.0785831,0.076592,0,0.00887946,0.0457327,8.15863,14944.2
1190,0.01,0.001,600,-0.152015,-5.04587,-5.13887,-0.0896869,0.979283,0.0688207,0.743903,0.0945422,0.0931326,1,0.002416,0.0505851,8.40552,14956.2
1191,0.01,0.001,600,-0.136669,-4.45527,-4.33727,0.119959,0.978523,0.0600729,0.742088,-0.112354,-0.115776,0,0.00952125,0.0234447,8.12641,14967.8
1192,0.01,0.001,600,-0.156909,-4.67942,-4.9528,-0.270341,0.987348,0.0569856,0.679044,0.289886,0.286712,0,0.0089674,0.0133437,8.18698,14979.4
1193,0.01,0.001,600,-0.155765,-4.78236,-4.97763,-0.193188,0.982372,0.055938,0.776932,0.130207,0.128073,0,0.0097002,-0.00908287,8.40201,14991.4
1194,0.01,0.001,600,-0.155536,-5.09549,-5.20523,-0.106384,0.975262,0.0585206,1.05956,0.122458,0.118265,0,0.00898543,-0.00775517,8.70403,15005.3
1195,0.01,0.001,600,-0.139568,-4.48283,-4.35924,0.12799,0.98352,0.0595226,0.71333,-0.122215,-0.124971,0,0.00856204,-0.0148768,8.33481,15017.6
1196,0.01,0.001,600,-0.15427,-4.79211,-4.90768,-0.112101,0.986671,0.0553606,0.604781,0.123323,0.120764,0,0.00936422,0.0021777,8.27157,15029.1
1197,0.01,0.001,600,-0.141975,-4.66609,-4.57446,0.0962157,0.985903,0.0614078,0.82173,-0.0938023,-0.0964386,0,0.00864931,-0.00766475,7.99194,15040.5
1198,0.01,0.001,600,-0.139809,-4.45203,-4.41653,0.0397656,0.990497,0.0570498,0.528694,-0.0395049,-0.0411033,0,0.00884445,-0.00528938,8.40747,15052.3
1199,0.01,0.001,600,-0.15871,-4.69506,-5.05818,-0.361556,0.9846,0.054765,0.746744,0.348831,0.346149,0,0.00904263,-0.0104839,8.02718,15063.6
1200,0.01,0.001,600,-0.150564,-5.08441,-5.11764,-0.030825,0.986551,0.0557039,0.724467,0.0400168,0.0387525,1,0.00241912,-0.0196881,8.50442,15075.6
1201,0.01,0.001,600,-0.14668,-4.87341,-4.78103,0.0970172,0.98709,0.0543942,0.510705,-0.118605,-0.121586,0,0.00878976,-0.0164107,8.2105,15087.4
1202,0.01,0.001,600,-0.147508,-4.95439,-4.9853,-0.0267739,0.983761,0.0555925,0.93403,0.0374853,0.0346268,0,0.00880874,0.00514961,8.58696,15100.2
1203,0.01,0.001,600,-0.174047,-4.9547,-5.40126,-0.442338,0.969536,0.0518174,1.4418,0.43865,0.436907,1,0.00247168,-0.0229112,7.92766,15111.7
1204,0.01,0.001,600,-0.150067,-4.96584,-4.8917,0.0779223,0.986068,0.0522566,0.733637,-0.0963586,-0.0988996,0,0.00863135,-0.0129893,8.10325,15123.2
1205,0.01,0.001,600,-0.142865,-4.74367,-4.64327,0.103623,0.985891,0.0517192,0.530043,-0.100089,-0.102337,0,0.00933632,-0.0253346,8.31196,15135
1206,0.01,0.001,600,-0.163287,-5.1422,-5.37663,-0.230449,0.985769,0.0539241,0.853555,0.224182,0.221664,0,0.0092863,-0.0198505,8.37219,15146.9
1207,0.01,0.001,600,-0.157318,-5.03179,-5.07083,-0.0347642,0.986007,0.0609617,0.617868,0.0404523,0.0377248,0,0.00951773,-0.0273152,8.58583,15159.2
1208,0.01,0.001,600,-0.163662,-5.30143,-5.40307,-0.0972556,0.987914,0.0581782,0.665593,0.0986943,0.0955393,0,0.00942571,-0.0357109,7.97581,15170.7
1209,0.01,0.001,600,-0.166557,-5.53635,-5.59137,-0.0499142,0.98103,0.0559649,0.858779,0.0507563,0.0489511,1,0.00244219,-0.0422272,8.37114,15182.4
1210,0.01,0.001,600,-0.144655,-5.17337,-4.98948,0.186568,0.985663,0.0575006,0.647321,-0.189365,-0.191922,0,0.00918639,-0.0130206,7.9439,15194.4
1211,0.01,0.001,600,-0.139403,-4.77353,-4.57113,0.205245,0.991011,0.0545573,0.50371,-0.201355,-0.202443,1,0.00251176,-0.018766,13.3914,15211.7
1212,0.01,0.001,600,-0.166839,-4.88171,-5.24793,-0.362722,0.958722,0.0595241,1.87249,0.279179,0.275432,0,0.00902145,-0.00314517,8.98462,15224.3
1213,0.01,0.001,600,-0.148009,-5.06222,-4.97067,0.0955158,0.988532,0.0554202,0.567233,-0.086821,-0.0890735,0,0.00939124,-0.00891961,8.33789,15236.2
1214,0.01,0.001,600,-0.150186,-4.97297,-4.9687,0.00699419,0.988846,0.0532632,0.502602,-0.0229278,-0.0248084,0,0.00955317,-0.0152252,8.21984,15248
1215,0.01,0.001,600,-0.152813,-4.67702,-4.77423,-0.0942987,0.98413,0.0536907,0.694341,0.0640256,0.0622885,1,0.00247358,-0.0312704,8.54286,15260.3
1216,0.01,0.001,600,-0.173869,-5.2806,-5.64693,-0.364345,0.98155,0.057415,0.851845,0.350255,0.347537,0,0.009899,-0.0464169,8.53079,15272.6
1217,0.01,0.001,600,-0.148477,-5.24991,-5.06013,0.193797,0.985301,0.0562823,0.661069,-0.192752,-0.194939,0,0.00931845,-0.0230073,8.14117,15284.2
1218,0.01,0.001,600,-0.157396,-5.17285,-5.26122,-0.0863554,0.986857,0.0581172,0.745727,0.0789768,0.0769135,0,0.00828303,-0.00907907,8.33017,15296.1
1219,0.01,0.001,600,-0.143736,-4.90043,-4.74102,0.163908,0.98477,0.0602219,0.59265,-0.172295,-0.175305,0,0.00943376,-0.00424705,8.25365,15307.8
1220,0.01,0.001,600,-0.144006,-4.68835,-4.6207,0.0705517,0.991299,0.0666952,0.43471,-0.0866864,-0.0885845,0,0.00928705,0.00237523,8.49292,15319.7
1221,0.01,0.001,600,-0.148207,-4.61575,-4.67234,-0.0520443,0.99231,0.0646245,0.507956,0.0370401,0.0353449,0,0.00908276,0.00880986,8.67672,15332.2
1222,0.01,0.001,600,-0.148571,-4.69083,-4.75843,-0.0646925,0.984295,0.0582032,0.55462,0.0646997,0.0620011,0,0.00885225,-0.00256332,8.10257,15343.8
1223,0.01,0.001,600,-0.151104,-4.88342,-4.91358,-0.0257155,0.986896,0.0538909,0.581129,0.0239497,0.0215359,0,0.00949837,-0.0170775,8.24499,15355.5
1224,0.01,0.001,600,-0.16664,-5.25899,-5.59,-0.328556,0.981926,0.0500643,0.924479,0.341334,0.33834,0,0.00986789,-0.0195573,7.86946,15366.9
1225,0.01,0.001,600,-0.136891,-4.89562,-4.6053,0.294901,0.985123,0.0532637,0.510619,-0.306075,-0.308479,0,0.00984776,-0.045919,8.83134,15379.1
1226,0.01,0.001,600,-0.163591,-5.14737,-5.39664,-0.245516,0.985139,0.0625517,0.775948,0.240087,0.237631,0,0.00963235,-0.0394939,8.57589,15391.3
1227,0.01,0.001,600,-0.149221,-5.10103,-5.01198,0.0925953,0.989689,0.058656,0.481809,-0.0875491,-0.0892653,0,0.0094139,-0.0464045,17.5921,15412.4
1228,0.01,0.001,600,-0.146335,-5.06202,-4.93151,0.134387,0.985069,0.0499697,0.763023,-0.139125,-0.14128,0,0.00977356,-0.0631348,7.73786,15423.6
1229,0.01,0.001,600,-0.149118,-5.01145,-5.02624,-0.0119141,0.981678,0.0622959,0.887376,0.0141654,0.0115182,0,0.00903718,-0.0596826,8.64222,15435.7
1230,0.01,0.001,600,-0.153087,-4.86897,-4.98311,-0.111815,0.989178,0.0593517,0.495427,0.103519,0.10159,0,0.00931294,-0.0480522,8.36071,15447.8
1231,0.01,0.001,600,-0.132681,-4.84534,-4.59507,0.252712,0.988138,0.0581758,0.570686,-0.248861,-0.251293,0,0.00921478,-0.038355,8.10065,15459.4
1232,0.01,0.001,600,-0.148977,-4.69471,-4.76929,-0.0701547,0.984731,0.0553772,0.758394,0.0602199,0.0573241,0,0.00897638,-0.00411027,7.5864,15470.6
1233,0.01,0.001,600,-0.147295,-4.9278,-4.89672,0.0354782,0.984599,0.0595267,0.605779,-0.0398002,-0.042366,0,0.00887649,0.01326,7.89847,15481.7
1234,0.01,0.001,600,-0.143244,-4.70039,-4.68064,0.0224217,0.985627,0.0646796,0.695522,-0.0178122,-0.0207036,0,0.00970037,0.0134116,8.16553,15493.4
1235,0.01,0.001,600,-0.151528,-4.95042,-5.00216,-0.0463028,0.986943,0.0611916,0.794373,0.03981,0.0384447,1,0.002453,0.0194154,8.30507,15505.3
1236,0.01,0.001,600,-0.153614,-4.68698,-4.84,-0.149748,0.980833,0.0557945,0.881501,0.078004,0.0742807,0,0.00865603,0.000112366,8.33475,15517
1237,0.01,0.001,600,-0.145603,-4.73855,-4.758,-0.0152516,0.983592,0.0514653,0.562033,-0.0243329,-0.0268709,0,0.00949776,-0.00443118,7.85565,15528.3
1238,0.01,0.001,600,-0.14129,-4.86782,-4.75773,0.113824,0.989891,0.053422,0.533801,-0.0938492,-0.0957488,0,0.00929396,-0.00513289,8.24073,15540
1239,0.01,0.001,600,-0.157777,-5.08852,-5.2876,-0.195232,0.978526,0.0547841,0.982581,0.216106,0.214964,1,0.00243232,-0.0200778,8.31806,15551.7
1240,0.01,0.001,600,-0.130076,-4.82604,-4.4615,0.366042,0.984148,0.0558977,0.57969,-0.377256,-0.379836,0,0.00878338,0.00276925,8.47371,15563.6
1241,0.01,0.001,600,-0.166878,-5.01901,-5.39706,-0.3739,0.97505,0.0545802,1.25613,0.337417,0.334006,0,0.0095132,0.011436,8.64028,15575.8
1242,0.01,0.001,600,-0.132314,-4.65833,-4.42762,0.233081,0.988469,0.0586329,0.554584,-0.220582,-0.223099,0,0.00890009,0.0273282,8.28475,15587.8
1243,0.01,0.001,600,-0.144266,-4.66443,-4.70388,-0.0346906,0.988595,0.0644648,0.590176,0.0345269,0.0321824,0,0.00860795,0.0412923,7.90695,15599.4
1244,0.01,0.001,600,-0.156728,-4.79,-4.99748,-0.202457,0.986707,0.0676432,0.643431,0.229394,0.228057,1,0.00253753,0.0223362,8.93671,15611.8
1245,0.01,0.001,600,-0.130708,-4.70079,-4.40843,0.295876,0.982731,0.0595131,0.602287,-0.304892,-0.308225,0,0.00867224,0.0121303,8.77006,15624.3
1246,0.01,0.001,600,-0.14984,-4.86346,-4.96422,-0.0974333,0.986066,0.0524056,0.645703,0.0983479,0.0951857,0,0.00849931,0.0370104,8.47697,15636.1
1247,0.01,0.001,600,-0.159229,-4.90952,-5.18153,-0.268304,0.979379,0.0599916,1.08137,0.276311,0.274945,1,0.00248468,0.0277835,8.63551,15654.9
1248,0.01,0.001,600,-0.150285,-5.17384,-5.1412,0.0369823,0.987524,0.0623493,0.648174,-0.0346348,-0.0356775,1,0.00246197,0.0126404,7.74374,15666.1
1249,0.01,0.001,600,-0.134263,-4.86721,-4.58282,0.288185,0.991637,0.0634348,0.431531,-0.278085,-0.27958,0,0.00988021,0.00280392,7.43702,15676.6
1250,0.01,0.001,600,-0.144887,-4.60461,-4.63228,-0.0252928,0.985269,0.0603812,0.551298,-0.0702575,-0.0722264,0,0.00890017,0.01927,8.0683,15688.7
1251,0.01,0.001,600,-0.144684,-4.55034,-4.62105,-0.066323,0.991961,0.0603855,0.365188,0.0510399,0.0491599,0,0.00901356,0.0204852,8.50496,15700.6
1252,0.01,0.001,600,-0.156609,-4.95084,-5.14793,-0.192165,0.985311,0.0583525,0.71325,0.196021,0.194789,1,0.00242186,0.0128561,8.46289,15713
1253,0.01,0.001,600,-0.165097,-4.87924,-5.27352,-0.391978,0.952915,0.0571373,1.08041,0.105194,0.102403,0,0.00934619,0.00621214,8.11717,15724.7
1254,0.01,0.001,600,-0.142979,-4.93285,-4.86526,0.070411,0.990344,0.0594592,0.594476,-0.057134,-0.0594845,0,0.00900654,0.0270072,8.64226,15737.9
1255,0.01,0.001,600,-0.144073,-4.60049,-4.66007,-0.0577488,0.980338,0.0520713,0.932125,-0.00470421,-0.00597303,1,0.00252425,0.0122462,8.30456,15750
1256,0.01,0.001,600,-0.145425,-4.83648,-4.8137,0.0259594,0.987482,0.0605288,0.770918,0.01994,0.018667,1,0.00239346,0.00469381,8.44589,15762.1
1257,0.01,0.001,600,-0.15842,-4.91449,-5.06625,-0.147761,0.991154,0.0631728,0.542928,0.116958,0.116027,1,0.00253821,-0.0122889,8.41768,15774
1258,0.01,0.001,600,-0.146991,-4.96774,-4.92366,0.0480451,0.983289,0.0537834,0.646169,-0.081429,-0.0834533,0,0.00986232,-0.0142332,8.39236,15786.5
1259,0.01,0.001,600,-0.144207,-4.85408,-4.786,0.0716404,0.989503,0.054275,0.461476,-0.0844088,-0.0853668,1,0.002474,-0.018743,8.54781,15798.3
1260,0.01,0.001,600,-0.138923,-4.72897,-4.61352,0.117944,0.987139,0.0546644,0.749067,-0.172628,-0.174639,0,0.00977939,-0.0357524,7.99258,15810
1261,0.01,0.001,600,-0.141577,-4.47163,-4.45804,0.015923,0.980469,0.0552118,0.641537,-0.0949958,-0.0978613,0,0.0093134,-0.0646598,7.74787,15821.1
1262,0.01,0.001,600,-0.156543,-4.58108,-4.90508,-0.320299,0.979099,0.0588896,0.772151,0.210115,0.207188,0,0.00995496,-0.0527678,7.65862,15832.1
1263,0.01,0.001,600,-0.135861,-4.44263,-4.37127,0.0755821,0.986239,0.0607908,0.556418,-0.0954166,-0.0970967,1,0.00241048,-0.0537244,8.36515,15845.3
1264,0.01,0.001,600,-0.143794,-4.22685,-4.40428,-0.174454,0.969887,0.0505166,1.06008,0.124243,0.122673,1,0.00244384,-0.0509882,8.12456,15856.9
1265,0.01,0.001,600,-0.142658,-4.46423,-4.50828,-0.0408302,0.991321,0.0530422,0.513215,0.0556992,0.0530722,0,0.00851802,-0.0100826,8.02814,15868.3
1266,0.01,0.001,600,-0.144382,-4.56358,-4.61636,-0.0494017,0.990786,0.0505283,0.597185,0.120666,0.11806,0,0.0092015,-0.0218346,8.34641,15880.4
1267,0.01,0.001,600,-0.138105,-4.50927,-4.43874,0.0731599,0.989802,0.0574999,0.569099,-0.0810951,-0.0818953,1,0.00244235,-0.0228103,8.47571,15893.2
1268,0.01,0.001,600,-0.130851,-4.26837,-4.16311,0.108102,0.990768,0.0546062,0.446103,-0.1055,-0.107558,0,0.00890311,0.0103426,8.20795,15904.9
1269,0.01,0.001,600,-0.132748,-4.27567,-4.22796,0.0520204,0.988125,0.0555048,0.605454,-0.0250502,-0.0270309,0,0.00984087,0.00822687,7.87711,15916.2
1270,0.01,0.001,600,-0.150234,-4.33937,-4.66153,-0.317971,0.990313,0.0573158,0.534266,0.326917,0.324796,0,0.00947552,-0.00698283,8.35899,15928
1271,0.01,0.001,600,-0.140314,-4.53396,-4.56923,-0.0311031,0.98844,0.0580411,0.660044,0.0533516,0.0515546,0,0.00931713,-0.0229226,8.36714,15939.8
1272,0.01,0.001,600,-0.15786,-4.90015,-5.12302,-0.219074,0.985929,0.0539551,0.55292,0.183531,0.181759,0,0.00978239,-0.0243467,8.54785,15951.8
1273,0.01,0.001,600,-0.150739,-5.17406,-5.09417,0.0849955,0.98248,0.0554361,0.766044,-0.140494,-0.142455,0,0.00970537,-0.0598091,8.1482,15963.8
1274,0.01,0.001,600,-0.144322,-5.01362,-4.88602,0.132545,0.988414,0.0546603,0.646655,-0.128097,-0.13032,0,0.00954971,-0.0666408,8.11777,15975.5
1275,0.01,0.001,600,-0.143432,-4.84752,-4.78508,0.0652673,0.989614,0.0565214,0.597532,-0.0679522,-0.07044,0,0.00861977,-0.0312011,8.2472,15987.2
1276,0.01,0.001,600,-0.129293,-4.66337,-4.37771,0.288316,0.983631,0.0584834,0.566669,-0.294824,-0.296873,0,0.00868825,-0.0228315,8.22566,15999.6
1277,0.01,0.001,600,-0.155135,-4.7082,-5.00495,-0.293466,0.985919,0.0594049,0.744998,0.317201,0.31402,0,0.00893489,0.000908683,8.53036,16011.7
1278,0.01,0.001,600,-0.14857,-4.96333,-4.95951,0.00924208,0.989075,0.0523863,0.643776,0.0016723,0.000707776,1,0.00244136,-0.0117989,8.45013,16024.7
1279,0.01,0.001,600,-0.152479,-4.85792,-5.00194,-0.13969,0.983509,0.0565703,0.751563,0.0554864,0.0530999,0,0.00898792,0.00854676,8.13897,16036.3
1280,0.01,0.001,600,-0.141182,-4.76923,-4.65681,0.11595,0.979196,0.0574465,0.758426,-0.13458,-0.138502,0,0.00995459,-0.0116635,8.40893,16048.3
1281,0.01,0.001,600,-0.147844,-4.81575,-4.82628,-0.00722002,0.983435,0.061914,1.03614,0.0462285,0.0447201,1,0.0024732,-0.0230305,8.17385,16060
1282,0.01,0.001,600,-0.148294,-4.7535,-4.797,-0.0411078,0.987296,0.0582166,1.04004,0.0813076,0.079977,1,0.0024825,-0.0161748,8.51033,16071.9
1283,0.01,0.001,600,-0.153579,-4.75062,-4.89488,-0.141299,0.987634,0.0605359,0.674048,0.130601,0.128818,0,0.00973328,-0.0287871,7.75867,16083.1
1284,0.01,0.001,600,-0.15615,-5.22611,-5.3194,-0.0900195,0.981765,0.0511415,0.902484,0.116548,0.114997,1,0.00243794,-0.0147305,8.86954,16095.2
1285,0.01,0.001,600,-0.152247,-5.1851,-5.16086,0.0269703,0.986614,0.053792,0.900315,0.0357877,0.0345117,1,0.00258608,-0.0424095,8.55118,16107.4
1286,0.01,0.001,600,-0.137607,-5.09475,-4.76062,0.338023,0.989269,0.0596592,0.58298,-0.338171,-0.34056,0,0.00982854,-0.0713912,7.5387,16118.4
1287,0.01,0.001,600,-0.136894,-4.52623,-4.44145,0.087911,0.986695,0.0575027,0.602173,-0.0709484,-0.0731041,0,0.00989994,-0.0711532,7.4002,16129
1288,0.01,0.001,600,-0.141896,-4.49045,-4.58209,-0.0885002,0.987911,0.0610971,0.545855,0.0720526,0.0708597,1,0.00245988,-0.0835426,7.68353,16139.7
1289,0.01,0.001,600,-0.151249,-4.62903,-4.86111,-0.228694,0.988009,0.0562215,0.562863,0.216892,0.214847,0,0.00957292,-0.0580999,7.80433,16150.5
1290,0.01,0.001,600,-0.161754,-4.97062,-5.28338,-0.309252,0.97956,0.0577083,0.769217,0.274384,0.271001,0,0.00921385,-0.0242483,7.87141,16161.7
1291,0.01,0.001,600,-0.134544,-4.76698,-4.5591,0.212985,0.98744,0.0547087,0.614714,-0.168343,-0.169587,1,0.00245075,-0.0458306,7.84683,16172.7
1292,0.01,0.001,600,-0.131391,-4.55139,-4.39578,0.157584,0.983557,0.0562737,0.605836,-0.149131,-0.150316,1,0.00253494,-0.0545192,7.54459,16183.4
1293,0.01,0.001,600,-0.143496,-4.50032,-4.65963,-0.156629,0.982028,0.0575647,0.978384,0.210864,0.209403,1,0.00246943,-0.061587,7.57829,16194
1294,0.01,0.001,600,-0.133249,-4.31714,-4.2252,0.0942346,0.984011,0.06387,0.833783,-0.0882129,-0.0895054,1,0.00256477,-0.0810967,7.37541,16204.4
1295,0.01,0.001,600,-0.162084,-4.64362,-5.15269,-0.505794,0.965477,0.056859,1.47379,0.499989,0.498117,1,0.00245177,-0.0683562,7.76518,16215.4
1296,0.01,0.001,600,-0.141356,-4.54011,-4.5371,0.00649828,0.985385,0.0598788,0.59856,-0.0255848,-0.0283006,0,0.00954865,-0.0738262,7.58458,16226.1
1297,0.01,0.001,600,-0.151059,-4.8735,-5.03105,-0.155543,0.986311,0.0592504,0.63652,0.128837,0.126636,0,0.00967472,-0.0613436,7.74848,16237.2
1298,0.01,0.001,600,-0.131665,-4.60834,-4.42135,0.191418,0.985553,0.0641289,0.595123,-0.171325,-0.173615,0,0.00867722,-0.0810303,7.53414,16248
1299,0.01,0.001,600,-0.157022,-4.62691,-4.97028,-0.340802,0.971016,0.0594349,0.943821,0.370578,0.368389,1,0.00246678,-0.0986756,7.74767,16258.8
1300,0.01,0.001,600,-0.132371,-4.63193,-4.39383,0.24196,0.987631,0.0615921,0.439632,-0.237508,-0.238559,1,0.00239637,-0.0963886,7.60052,16269.5
1301,0.01,0.001,600,-0.139973,-4.4385,-4.47869,-0.0352843,0.990883,0.0552092,0.480696,0.0288659,0.0270383,0,0.00929743,-0.0782686,7.59442,16280
1302,0.01,0.001,600,-0.133722,-4.62921,-4.50574,0.126374,0.984133,0.0564671,0.725831,-0.0853302,-0.087836,0,0.00838113,-0.0430844,7.4869,16290.5
1303,0.01,0.001,600,-0.129773,-4.41192,-4.28277,0.130827,0.984848,0.0566635,0.718655,-0.0806693,-0.0818358,1,0.00245874,-0.0705684,7.51024,16301.1
1304,0.01,0.001,600,-0.139223,-4.41797,-4.48749,-0.0673273,0.987478,0.0641968,0.554123,0.0642469,0.0623941,0,0.00915791,-0.056849,7.44214,16311.7
1305,0.01,0.001,600,-0.139203,-4.56618,-4.56765,0.00137152,0.989903,0.0627344,0.443472,-0.0219005,-0.0227134,1,0.00247446,-0.0691563,7.64569,16322.5
1306,0.01,0.001,600,-0.126716,-4.37444,-4.16961,0.209249,0.986284,0.058974,0.499886,-0.218133,-0.2198,1,0.00246863,-0.081122,7.56614,16333.4
1307,0.01,0.001,600,-0.148173,-4.50754,-4.77394,-0.264231,0.988706,0.0611877,0.512722,0.283762,0.282706,1,0.00237316,-0.0691651,7.80794,16344.4
1308,0.01,0.001,600,-0.126777,-4.50497,-4.24292,0.264274,0.986517,0.0579629,0.547318,-0.260799,-0.262619,0,0.00986915,-0.101553,7.43897,16354.9
1309,0.01,0.001,600,-0.145074,-4.51465,-4.68417,-0.166378,0.988959,0.0557687,0.561421,0.131367,0.12896,0,0.00956102,-0.045661,7.8374,16365.7
1310,0.01,0.001,600,-0.137475,-4.42202,-4.42246,0.00281932,0.984047,0.0595031,0.61547,-0.00799553,-0.00942623,1,0.00249904,-0.0588205,7.45474,16376.5
1311,0.01,0.001,600,-0.130876,-4.20437,-4.16831,0.0387973,0.988831,0.0607584,0.537468,-0.00276358,-0.00504842,0,0.00980503,-0.0720949,7.43242,16387.2
1312,0.01,0.001,600,-0.149257,-4.54806,-4.8515,-0.30001,0.984189,0.0617766,0.785174,0.309928,0.307089,0,0.0095912,-0.0776301,7.66667,16397.7
1313,0.01,0.001,600,-0.138245,-4.48032,-4.48879,-0.00605121,0.981327,0.0619633,0.82231,0.0108098,0.00745639,0,0.00889602,-0.0770996,7.57352,16408.4
1314,0.01,0.001,600,-0.136337,-4.43033,-4.40976,0.023922,0.990568,0.0588617,0.426289,-0.039257,-0.0410962,0,0.00939419,-0.0617874,7.53872,16419
1315,0.01,0.001,600,-0.137777,-4.44609,-4.47591,-0.0265187,0.986581,0.0601265,0.53857,0.0279952,0.0270229,1,0.0024321,-0.052059,7.91682,16430
1316,0.01,0.001,600,-0.138602,-4.57711,-4.60482,-0.024909,0.989234,0.0627167,0.561794,0.026937,0.0197646,0,0.00928118,-0.0413908,7.43271,16440.7
1317,0.01,0.001,600,-0.132741,-4.48727,-4.35151,0.138785,0.982113,0.0638931,0.667756,-0.124603,-0.125695,1,0.0024586,-0.0613326,7.55525,16451.3
1318,0.01,0.001,600,-0.134243,-4.35687,-4.40189,-0.0415136,0.981937,0.0553007,0.819736,0.0592386,0.0571379,0,0.00960135,-0.0425825,7.64009,16462.1
1319,0.01,0.001,600,-0.149947,-4.76,-4.92305,-0.159476,0.983994,0.0546882,0.646953,0.11511,0.112735,0,0.00940675,-0.0277416,7.56865,16472.6
1320,0.01,0.001,600,-0.129491,-4.6649,-4.45262,0.214374,0.987727,0.061034,0.440615,-0.189612,-0.191772,0,0.00970174,-0.0485815,7.83405,16483.5
1321,0.01,0.001,600,-0.122564,-4.24841,-4.02891,0.22275,0.986022,0.0554454,1.09135,-0.0624729,-0.0656367,0,0.00906515,-0.0478603,7.38657,16494.4
