step,max_kl,lr,steps,reward_mean,value_mean,ret_mean,adv_mean,explained_variance,rollout_end_time,value_loss,policy_loss,final_policy_loss,i_scale,kl,entropy,gd_time,total_time
654,0.01,0.001,600,-0.217084,-7.56484,-7.59505,-0.0304845,0.984912,0.0545652,1.23459,0.0295557,0.0259073,0,0.00785812,0.369966,7.70665,8365.53
655,0.01,0.001,600,-0.215134,-7.82257,-7.71079,0.111972,0.989265,0.0548687,0.901787,-0.117359,-0.119947,0,0.00854733,0.3748,8.35687,8377.21
656,0.01,0.001,600,-0.202175,-7.38391,-7.13215,0.25217,0.988891,0.0552249,0.901678,-0.224121,-0.228061,0,0.00894488,0.382797,8.33775,8389.05
657,0.01,0.001,600,-0.201934,-7.20551,-7.07101,0.137215,0.985631,0.0537663,1.00128,-0.103765,-0.106816,0,0.00928908,0.405253,8.43937,8401.02
658,0.01,0.001,600,-0.193997,-6.8306,-6.71011,0.117932,0.985903,0.0781665,4.38259,0.0596641,0.0566576,1,0.00253015,0.407237,8.19976,8412.63
659,0.01,0.001,600,-0.204699,-7.27731,-7.17841,0.0988619,0.987657,0.0519474,18.3324,0.261228,0.250953,0,0.00876695,0.397005,8.13608,8424.15
660,0.01,0.001,600,-0.201966,-7.73532,-7.42222,0.312814,0.979162,0.0554378,1.28274,-0.264702,-0.268536,0,0.00947714,0.389692,8.28259,8436.15
661,0.01,0.001,600,-0.214314,-7.82703,-7.8015,0.0245492,0.986409,0.0510581,1.10561,-0.081116,-0.0839667,0,0.00869292,0.38218,8.15809,8447.74
662,0.01,0.001,600,-0.188336,-6.9448,-6.61357,0.331404,0.983359,0.0582597,0.924862,-0.279354,-0.281659,0,0.0095117,0.341642,8.44213,8459.58
663,0.01,0.001,600,-0.217734,-7.07536,-7.37756,-0.301871,0.986462,0.0586081,2.54427,0.346702,0.34317,0,0.00913658,0.335811,8.35137,8471.36
664,0.01,0.001,600,-0.215493,-7.47612,-7.52787,-0.0520761,0.989243,0.0524228,0.741418,0.0389539,0.0364537,0,0.00850157,0.356064,8.19794,8482.94
665,0.01,0.001,600,-0.218896,-7.84456,-7.83936,0.00649158,0.980455,0.0557632,1.37456,0.0122329,0.00944197,0,0.00725251,0.358581,8.20056,8494.63
666,0.01,0.001,600,-0.197252,-7.19594,-6.88066,0.318086,0.980649,0.05251,1.8059,-0.268827,-0.273281,0,0.00850414,0.354062,8.73242,8506.94
667,0.01,0.001,600,-0.21475,-7.329,-7.36065,-0.0320843,0.988639,0.0618951,0.923337,-0.0147713,-0.0171757,0,0.00789233,0.343201,8.36546,8518.96
668,0.01,0.001,600,-0.202199,-7.08514,-6.99492,0.091365,0.98578,0.0612423,0.844802,-0.111345,-0.114098,0,0.00949194,0.335439,8.37139,8530.84
669,0.01,0.001,600,-0.218531,-7.37286,-7.53088,-0.15746,0.983618,0.0619187,1.34959,0.185578,0.181553,0,0.00795759,0.349743,8.35149,8543.09
670,0.01,0.001,600,-0.224729,-7.14634,-7.44904,-0.302064,0.959638,0.0511851,32.129,1.43459,1.4188,0,0.0087394,0.347767,8.08475,8554.86
671,0.01,0.001,600,-0.201337,-7.80072,-7.41842,0.382067,0.924579,0.0533619,1.6163,-0.300544,-0.310309,0,0.00831498,0.346538,8.05162,8566.23
672,0.01,0.001,600,-0.218152,-7.73654,-7.88215,-0.148471,0.979526,0.0530157,1.66879,0.0833475,0.0783436,0,0.00944196,0.345673,8.392,8578.06
673,0.01,0.001,600,-0.225408,-8.13557,-8.13455,0.000994456,0.98089,0.0511265,10.9291,0.207205,0.199808,0,0.00863573,0.343999,8.44946,8589.83
674,0.01,0.001,600,-0.207636,-7.5871,-7.38451,0.201972,0.982826,0.0563755,1.07931,-0.219687,-0.22287,0,0.00794547,0.349451,8.03831,8601.44
675,0.01,0.001,600,-0.197793,-7.37362,-7.12521,0.247634,0.987803,0.0566599,0.978765,-0.222578,-0.225364,0,0.00871355,0.355037,8.392,8613.37
676,0.01,0.001,600,-0.187879,-7.06627,-6.70425,0.361518,0.985691,0.0593786,1.06153,-0.357457,-0.360903,0,0.00867401,0.363165,8.14991,8624.99
677,0.01,0.001,600,-0.208252,-7.16613,-7.14266,0.0242554,0.989375,0.0565183,1.77197,0.0153332,0.0122992,0,0.00941212,0.382665,8.30778,8636.75
678,0.01,0.001,600,-0.190235,-6.86534,-6.59229,0.272827,0.986082,0.0531206,1.09519,-0.187675,-0.191017,0,0.00992265,0.365033,7.88385,8647.97
679,0.01,0.001,600,-0.227567,-7.42493,-7.85173,-0.42575,0.980118,0.0531516,1.36586,0.403189,0.400045,0,0.00912929,0.371066,8.59912,8660.07
680,0.01,0.001,600,-0.197358,-7.42675,-7.12878,0.298436,0.986306,0.0567296,0.908263,-0.348846,-0.351893,0,0.00920179,0.370623,8.12286,8671.67
681,0.01,0.001,600,-0.20638,-7.24861,-7.18205,0.0661096,0.990858,0.0572906,0.785761,-0.0471622,-0.0495529,0,0.00946011,0.362615,8.22447,8683.18
682,0.01,0.001,600,-0.217661,-7.32601,-7.52521,-0.198371,0.987071,0.0526943,0.934123,0.204858,0.202077,0,0.00900135,0.360071,8.36048,8694.87
683,0.01,0.001,600,-0.203345,-7.2824,-7.10917,0.173688,0.9919,0.0519114,0.645957,-0.183786,-0.185662,0,0.00861255,0.368883,8.19125,8706.47
684,0.01,0.001,600,-0.20191,-7.07185,-6.98423,0.0881347,0.991148,0.0537806,0.833309,-0.0432617,-0.0458504,0,0.0093092,0.371176,8.20278,8717.95
685,0.01,0.001,600,-0.193264,-6.89215,-6.74383,0.148075,0.987898,0.0579207,0.977517,-0.18314,-0.186722,0,0.00876574,0.369435,8.35438,8729.97
686,0.01,0.001,600,-0.209413,-6.97757,-7.11496,-0.135897,0.989651,0.0576525,0.833341,0.172481,0.169994,0,0.0089003,0.382575,8.26703,8741.75
687,0.01,0.001,600,-0.19907,-7.1498,-7.03546,0.115814,0.989085,0.0533309,0.95661,-0.0776756,-0.0796417,0,0.00962665,0.364153,8.08365,8753.3
688,0.01,0.001,600,-0.184657,-6.64403,-6.37871,0.266809,0.974802,0.0532076,1.48536,-0.216289,-0.219576,0,0.00852414,0.375566,7.99375,8764.72
689,0.01,0.001,600,-0.197893,-6.98572,-6.96172,0.0248446,0.982788,0.0572746,1.09943,-0.0263931,-0.0292656,0,0.00953966,0.355087,8.37951,8776.95
690,0.01,0.001,600,-0.199225,-6.8647,-6.85526,0.0116349,0.986269,0.0561171,11.5549,0.202151,0.196188,0,0.00916679,0.347441,7.98849,8788.36
691,0.01,0.001,600,-0.207032,-7.07019,-7.17671,-0.103721,0.978276,0.0538671,1.31809,0.120817,0.11698,0,0.00844142,0.345817,8.17647,8799.97
692,0.01,0.001,600,-0.43164,-7.35862,-11.7357,-4.37476,0.426181,0.053082,150.418,3.70104,3.65146,0,0.00871795,0.359456,7.8347,8811.1
693,0.01,0.001,600,-0.577582,-12.3345,-16.8802,-4.53654,0.632598,0.0515382,309.123,4.19433,4.15753,1,0.00243576,0.349965,8.42217,8822.9
694,0.01,0.001,600,-0.185527,-12.2383,-9.28584,2.94818,0.497603,0.051343,27.9233,-3.07586,-3.10856,0,0.0096964,0.328057,7.90318,8834.19
695,0.01,0.001,600,-0.204739,-10.0299,-8.51055,1.52345,0.77492,0.0520995,4.96662,-1.54449,-1.5538,1,0.00249712,0.325464,8.43068,8846.03
696,0.01,0.001,600,-0.183067,-8.32275,-7.22682,1.0967,0.919814,0.0546837,2.81145,-1.15306,-1.1628,0,0.00893719,0.331183,7.87039,8857.33
697,0.01,0.001,600,-0.209402,-7.48365,-7.35027,0.135863,0.956005,0.0518699,2.23269,-0.0600607,-0.0668904,0,0.00994626,0.33787,8.52163,8869.33
698,0.01,0.001,600,-0.211976,-7.33367,-7.37193,-0.0373387,0.968781,0.0536828,3.70695,0.0755507,0.070087,0,0.00891789,0.325606,8.30977,8881.1
699,0.01,0.001,600,-0.189372,-7.11801,-6.75713,0.362117,0.96758,0.0535603,2.12278,-0.319556,-0.324039,0,0.00835252,0.327474,7.84149,8892.52
700,0.01,0.001,600,-0.208747,-7.05897,-7.18312,-0.123763,0.976745,0.053622,1.35287,0.141314,0.135992,0,0.00990819,0.343812,8.2144,8904.03
701,0.01,0.001,600,-0.1915,-6.99244,-6.75052,0.242412,0.977362,0.0519135,1.61582,-0.218049,-0.220206,1,0.00240463,0.336547,8.1375,8915.6
702,0.01,0.001,600,-0.2005,-6.98528,-6.96603,0.0199938,0.975616,0.0558538,1.39168,0.0150415,0.0111925,0,0.00937088,0.333393,8.60601,8927.74
703,0.01,0.001,600,-0.216467,-7.08505,-7.34811,-0.262683,0.983246,0.0600777,1.2548,0.246806,0.243782,0,0.00873833,0.323844,8.29952,8939.39
704,0.01,0.001,600,-0.194333,-7.30996,-7.12461,0.185471,0.981279,0.0503981,1.4123,-0.147129,-0.150325,0,0.00988431,0.294899,8.08535,8950.79
705,0.01,0.001,600,-0.211466,-7.15347,-7.24833,-0.0948749,0.982961,0.0555973,29.5431,0.405544,0.391755,0,0.00920234,0.286628,8.15205,8962.23
706,0.01,0.001,600,-0.201929,-7.90102,-7.43139,0.469753,0.970958,0.0529878,1.60685,-0.491229,-0.496142,0,0.00949578,0.273415,7.97798,8973.71
707,0.01,0.001,600,-0.200032,-7.32766,-7.05588,0.269864,0.979205,0.050185,1.29153,-0.257133,-0.259072,1,0.0024373,0.257773,8.66901,8985.79
708,0.01,0.001,600,-0.189128,-7.11538,-6.69224,0.422506,0.983294,0.0598562,1.46945,-0.364477,-0.366481,1,0.00242071,0.234742,8.42318,8997.81
709,0.01,0.001,600,-0.193076,-6.89065,-6.7703,0.11938,0.975867,0.0513244,1.54244,-0.153292,-0.156547,0,0.00922802,0.236485,8.41556,9009.59
710,0.01,0.001,600,-0.199724,-6.80251,-6.89176,-0.088598,0.975665,0.0512588,1.5241,0.0571167,0.0528138,0,0.00829562,0.252496,8.1777,9021.48
711,0.01,0.001,600,-0.267979,-6.81873,-8.16487,-1.34417,0.671142,0.0502143,7.82117,0.226016,0.220323,0,0.00964566,0.228324,7.9934,9032.75
712,0.01,0.001,600,-0.184536,-7.01676,-6.6447,0.371505,0.949072,0.0535531,1.755,-0.322049,-0.327988,0,0.00999778,0.216481,8.34877,9044.62
713,0.01,0.001,600,-0.189163,-6.72309,-6.62876,0.0941846,0.985702,0.0547144,0.840373,-0.0780728,-0.0812492,0,0.00887071,0.210662,8.31321,9056.37
714,0.01,0.001,600,-0.202729,-6.88099,-7.09053,-0.210358,0.979217,0.0542803,1.4208,0.192112,0.188943,0,0.00962334,0.199051,8.03643,9067.98
715,0.01,0.001,600,-0.177185,-6.5043,-6.20793,0.295649,0.980341,0.0564139,1.10713,-0.264613,-0.266904,1,0.00245975,0.188455,8.28823,9079.67
716,0.01,0.001,600,-0.207675,-6.73004,-6.99748,-0.263916,0.98611,0.0564182,1.05466,0.263843,0.261697,0,0.00888333,0.21309,8.26083,9091.38
717,0.01,0.001,600,-0.206554,-7.05033,-7.15983,-0.108654,0.985532,0.0515563,1.06659,0.0813778,0.0773481,0,0.00881846,0.224711,8.33016,9103.19
718,0.01,0.001,600,-0.189537,-6.75233,-6.51059,0.243314,0.982952,0.0521429,1.3554,-0.278308,-0.28234,0,0.00988943,0.210262,8.18343,9114.95
719,0.01,0.001,600,-0.189568,-6.5035,-6.50003,0.00540388,0.983607,0.0534706,0.988799,0.0124528,0.00945051,0,0.00805987,0.216778,8.35031,9126.79
720,0.01,0.001,600,-0.274294,-6.21921,-7.93547,-1.7147,0.603428,0.0545309,129.453,2.79804,2.74786,0,0.00887098,0.220014,8.75348,9139.13
721,0.01,0.001,600,-0.19608,-8.34938,-7.55389,0.798859,0.91375,0.0521462,4.02648,-0.706702,-0.714231,0,0.009229,0.218699,8.01301,9150.5
722,0.01,0.001,600,-0.19611,-7.82714,-7.42311,0.405523,0.956463,0.0528617,1.59218,-0.41741,-0.423686,0,0.00886775,0.241562,8.38147,9162.44
723,0.01,0.001,600,-0.210217,-7.55733,-7.54427,0.0143397,0.98624,0.0532117,0.937171,0.0222543,0.0191051,0,0.00912233,0.271249,8.10181,9173.99
724,0.01,0.001,600,-0.195264,-7.38802,-7.09384,0.295065,0.985156,0.0543294,1.0531,-0.304529,-0.308509,0,0.00854614,0.273707,8.07855,9185.75
725,0.01,0.001,600,-0.18038,-6.85424,-6.47704,0.376818,0.984878,0.0503414,1.00057,-0.360659,-0.36379,0,0.00886206,0.257166,7.80553,9197
726,0.01,0.001,600,-0.202156,-6.8645,-6.98135,-0.115502,0.983895,0.0544791,0.93372,0.117023,0.11307,0,0.00890665,0.283726,8.64725,9208.96
727,0.01,0.001,600,-0.20012,-7.03796,-7.09321,-0.0547059,0.975735,0.0551727,2.31372,0.102476,0.0989405,0,0.00934405,0.250627,8.32009,9220.84
728,0.01,0.001,600,-0.200779,-6.94105,-6.94033,0.00208183,0.986054,0.0495067,1.0469,-0.00455977,-0.00743903,0,0.00905882,0.25112,7.88437,9232.13
729,0.01,0.001,600,-0.208502,-7.29027,-7.40274,-0.112362,0.985093,0.0556183,1.19027,0.151625,0.148922,0,0.00936282,0.244851,8.49569,9244.18
730,0.01,0.001,600,-0.204736,-7.37857,-7.29066,0.0879773,0.986923,0.0786347,1.06083,-0.0644133,-0.0671716,0,0.00908483,0.254114,8.21518,9256.06
731,0.01,0.001,600,-0.196041,-7.20677,-6.98204,0.224309,0.988254,0.052402,0.959943,-0.251338,-0.254394,0,0.00915506,0.252628,8.03028,9267.88
732,0.01,0.001,600,-0.216029,-7.41481,-7.56112,-0.147915,0.985221,0.0550005,1.09993,0.165616,0.162261,0,0.00858332,0.267123,8.58658,9279.94
733,0.01,0.001,600,-0.215994,-7.41155,-7.544,-0.132667,0.983934,0.0538988,1.23602,0.111343,0.107798,0,0.00882541,0.283329,8.20812,9325.55
734,0.01,0.001,600,-0.200312,-7.44046,-7.1686,0.271416,0.983086,0.0517867,1.13063,-0.240008,-0.243862,0,0.00908266,0.295733,8.36736,9337.22
735,0.01,0.001,600,-0.20223,-7.13887,-7.08068,0.0562124,0.98424,0.0531394,2.19627,0.00205092,-0.00187496,0,0.00844728,0.306113,8.35544,9349.34
736,0.01,0.001,600,-0.213333,-7.44526,-7.5114,-0.065807,0.975305,0.053776,2.63385,0.17551,0.171448,0,0.00977255,0.300192,8.76396,9361.63
737,0.01,0.001,600,-0.201425,-7.47223,-7.21936,0.255041,0.982067,0.0594387,1.40818,-0.270612,-0.274511,0,0.0095864,0.291999,8.50434,9373.69
738,0.01,0.001,600,-0.184864,-6.7767,-6.47333,0.303753,0.978741,0.0529683,1.37955,-0.290699,-0.29499,0,0.00922686,0.297543,8.10099,9385.08
739,0.01,0.001,600,-0.19994,-6.7569,-6.79947,-0.0408932,0.98254,0.0517089,3.02478,0.0778896,0.0737357,0,0.00896942,0.310015,8.01453,9396.71
740,0.01,0.001,600,-0.191989,-7.02875,-6.8562,0.173317,0.984588,0.0523481,1.09805,-0.175043,-0.17827,0,0.0095058,0.297258,8.86294,9409.11
741,0.01,0.001,600,-0.187522,-6.63213,-6.48004,0.152063,0.984594,0.0684655,1.20005,-0.131099,-0.134088,0,0.00879063,0.304975,7.83295,9420.24
742,0.01,0.001,600,-0.194095,-6.80871,-6.71913,0.0932546,0.985357,0.0517478,1.06264,-0.0797679,-0.0829563,0,0.00886734,0.312993,8.04594,9431.61
743,0.01,0.001,600,-0.216882,-7.0831,-7.36749,-0.281321,0.983171,0.0552323,1.35902,0.258189,0.254716,0,0.00876777,0.326158,8.08706,9442.99
744,0.01,0.001,600,-0.178015,-7.02973,-6.54466,0.486185,0.978493,0.0532773,1.06956,-0.433881,-0.437158,0,0.00848283,0.329632,8.34823,9454.92
745,0.01,0.001,600,-0.206837,-6.76227,-6.96122,-0.194866,0.977301,0.0525031,5.49836,0.279133,0.272609,0,0.00907203,0.339724,8.46534,9467.05
746,0.01,0.001,600,-0.184811,-6.20029,-6.18381,0.0171262,0.975522,0.0610673,1.31116,-0.0148897,-0.0190472,0,0.00964744,0.309277,8.39111,9478.84
747,0.01,0.001,600,-0.198472,-6.55581,-6.68731,-0.129349,0.985791,0.0588598,1.06251,0.133456,0.129666,0,0.00929453,0.336927,25.8559,9508.42
748,0.01,0.001,600,-0.187695,-6.61512,-6.50511,0.111024,0.981204,0.0512378,2.19208,-0.192016,-0.195048,0,0.00981255,0.324313,8.45781,9520.17
749,0.01,0.001,600,-0.18639,-6.40263,-6.387,0.0157743,0.982067,0.0595021,1.22394,-0.00332807,-0.00490988,1,0.00242923,0.330254,8.15089,9532.14
750,0.01,0.001,600,-0.213084,-6.23046,-6.67463,-0.44168,0.849787,0.0586579,3.8601,-0.113065,-0.118115,0,0.00975011,0.308084,8.53162,9544.15
751,0.01,0.001,600,-0.175955,-5.96872,-5.89838,0.0726326,0.977426,0.0507915,1.43282,-0.0299121,-0.0336049,0,0.00879133,0.323387,8.02041,9556.08
752,0.01,0.001,600,-0.181252,-6.18851,-6.24847,-0.0576521,0.97949,0.0581255,1.31106,0.0843702,0.0809705,0,0.0092647,0.314019,8.03388,9567.79
753,0.01,0.001,600,-0.168083,-6.06307,-5.79103,0.274694,0.983681,0.0510921,0.92074,-0.294688,-0.299229,0,0.0082015,0.298827,7.83268,9579.01
754,0.01,0.001,600,-0.171049,-5.65513,-5.67491,-0.0184714,0.984531,0.0532444,0.927628,0.0228222,0.0201668,0,0.00939698,0.283308,9.05962,9591.3
755,0.01,0.001,600,-0.225362,-6.07826,-6.96936,-0.8881,0.840317,0.0516293,24.2207,1.13936,1.12135,0,0.00998091,0.269039,8.72853,9603.73
756,0.01,0.001,600,-0.187063,-7.56659,-7.09097,0.479962,0.919631,0.0513654,1.84945,-0.454167,-0.461841,0,0.00928056,0.279191,9.22635,9616.39
757,0.01,0.001,600,-0.182943,-6.914,-6.51019,0.406141,0.975817,0.0576189,1.08946,-0.459345,-0.463543,0,0.00979565,0.241396,7.95614,9627.97
758,0.01,0.001,600,-0.188754,-6.55415,-6.39641,0.162404,0.974096,0.0549731,1.56165,-0.123798,-0.129702,0,0.00852344,0.264806,8.14313,9639.55
759,0.01,0.001,600,-0.168229,-6.15445,-5.77989,0.37756,0.983663,0.0524552,1.04923,-0.37859,-0.38167,0,0.00903068,0.260492,8.1461,9651.35
760,0.01,0.001,600,-0.181975,-5.89762,-5.98064,-0.0796348,0.978821,0.0591278,1.40553,0.0636738,0.061937,1,0.00243152,0.274322,8.34337,9663.22
761,0.01,0.001,600,-0.188339,-6.32008,-6.4707,-0.147366,0.975702,0.0549846,1.7017,0.202402,0.198614,0,0.00814093,0.301229,8.52136,9675.1
762,0.01,0.001,600,-0.187871,-6.18105,-6.25068,-0.0661298,0.979671,0.0555487,1.28809,0.0231467,0.0196066,0,0.00975976,0.283672,8.66343,9687.25
763,0.01,0.001,600,-0.182996,-6.09821,-6.10978,-0.00951789,0.981847,0.0620151,1.24277,-0.0396572,-0.0432689,0,0.00833754,0.308289,8.20579,9698.97
764,0.01,0.001,600,-0.191065,-6.17465,-6.38677,-0.208782,0.974625,0.0524342,1.32172,0.211413,0.207671,0,0.00910519,0.325961,8.28891,9710.66
765,0.01,0.001,600,-0.17378,-5.97582,-5.91988,0.0576369,0.980316,0.0511942,1.24239,-0.097922,-0.101047,0,0.00910524,0.306476,8.01374,9722.01
766,0.01,0.001,600,-0.178562,-5.82239,-5.90481,-0.0802636,0.985177,0.0557001,1.15549,0.12238,0.118736,0,0.00853757,0.323474,8.12907,9733.55
767,0.01,0.001,600,-0.196959,-6.48796,-6.75453,-0.264095,0.979787,0.0551531,2.38218,0.352596,0.348112,0,0.0083713,0.345795,8.44647,9745.51
768,0.01,0.001,600,-0.195093,-6.70322,-6.73004,-0.0241658,0.968343,0.0508571,1.7195,-0.0278197,-0.0332256,0,0.00822195,0.368674,8.343,9757.25
769,0.01,0.001,600,-0.167602,-6.3903,-5.97058,0.423226,0.988253,0.0528555,0.671714,-0.413471,-0.415894,0,0.00935767,0.353796,8.08108,9768.75
770,0.01,0.001,600,-0.176399,-5.78808,-5.73648,0.0544385,0.980724,0.0534823,1.167,-0.0871781,-0.0902124,0,0.00908267,0.336207,8.96748,9781.05
771,0.01,0.001,600,-0.169576,-5.93392,-5.74378,0.192557,0.986223,0.0565007,1.55461,-0.102974,-0.10618,0,0.00892569,0.34669,7.91387,9792.58
772,0.01,0.001,600,-0.187863,-5.97715,-6.25941,-0.280485,0.980638,0.0535517,1.66181,0.382926,0.3791,0,0.00866569,0.3918,7.92082,9803.93
773,0.01,0.001,600,-0.17683,-5.98995,-5.9725,0.0203963,0.985939,0.0534186,0.990427,0.0156706,0.0126314,0,0.00860819,0.3823,8.49563,9816.74
774,0.01,0.001,600,-0.18663,-6.04597,-6.23506,-0.184582,0.983332,0.0519302,1.27234,0.204296,0.200332,0,0.00889334,0.385641,8.32411,9828.51
775,0.01,0.001,600,-0.18325,-5.97053,-6.05911,-0.0876849,0.982462,0.054631,1.05936,0.0522785,0.0492109,0,0.0090388,0.386249,8.66374,9840.79
776,0.01,0.001,600,-0.205146,-6.38177,-6.80985,-0.424627,0.977437,0.0508425,1.11399,0.379571,0.37636,0,0.00876472,0.405421,8.29299,9852.46
777,0.01,0.001,600,-0.169677,-6.17409,-5.86854,0.307913,0.983321,0.0550404,1.11895,-0.318712,-0.322883,0,0.00815978,0.416923,8.49616,9864.19
778,0.01,0.001,600,-0.19858,-6.49767,-6.6912,-0.188593,0.985042,0.0559008,1.24209,0.175113,0.171618,0,0.00824454,0.414297,8.23888,9876.12
779,0.01,0.001,600,-0.154738,-5.91526,-5.39377,0.522729,0.978107,0.0553639,1.15279,-0.551446,-0.554618,0,0.00863874,0.431069,8.67727,9888.18
780,0.01,0.001,600,-0.19092,-5.57906,-5.99279,-0.41228,0.978887,0.051528,1.36119,0.426093,0.422088,0,0.00940302,0.433163,8.19171,9900.95
781,0.01,0.001,600,-0.191341,-6.10431,-6.40317,-0.299757,0.979845,0.0551085,1.08654,0.337338,0.333907,0,0.00899189,0.445185,8.1421,9912.59
782,0.01,0.001,600,-0.159805,-5.86573,-5.50937,0.358457,0.980823,0.0536261,0.905504,-0.331722,-0.335418,0,0.00897112,0.428696,8.36348,9924.44
783,0.01,0.001,600,-0.174532,-5.77683,-5.81049,-0.0320639,0.987128,0.0529473,1.09184,0.0461552,0.0432233,0,0.00847589,0.454427,8.08562,9935.86
784,0.01,0.001,600,-0.164974,-5.77186,-5.58822,0.186047,0.979127,0.071661,1.26009,-0.182485,-0.185389,0,0.00942767,0.426475,8.79846,9948.08
785,0.01,0.001,600,-0.185404,-5.4131,-5.80945,-0.393735,0.983095,0.0538239,0.835003,0.358332,0.35605,0,0.00872433,0.453267,8.31289,9959.81
786,0.01,0.001,600,-0.174428,-5.81862,-5.81945,0.00231122,0.984754,0.0522974,0.748248,-0.00239484,-0.00486855,0,0.00811271,0.450715,7.96549,9971.06
787,0.01,0.001,600,-0.157178,-5.58117,-5.33075,0.252777,0.979365,0.0526187,1.40784,-0.295503,-0.299058,0,0.00857054,0.4572,7.63385,9981.93
788,0.01,0.001,600,-0.184133,-5.9423,-6.18801,-0.243508,0.975362,0.0514913,1.13991,0.19417,0.189684,0,0.00919475,0.468411,8.43481,9993.73
789,0.01,0.001,600,-0.177573,-5.95399,-5.94404,0.0138091,0.981713,0.0539088,1.36628,-0.057965,-0.0615342,0,0.00819933,0.453958,8.36066,10005.7
790,0.01,0.001,600,-0.169789,-5.94867,-5.83791,0.113499,0.983329,0.0497408,1.03845,-0.109448,-0.112172,0,0.00932804,0.43581,8.19553,10017
791,0.01,0.001,600,-0.166968,-5.73459,-5.65159,0.0873844,0.981556,0.0563881,0.984276,-0.0869158,-0.0899098,0,0.00939598,0.452998,8.30146,10029
792,0.01,0.001,600,-0.17014,-5.63108,-5.70101,-0.0668265,0.98157,0.0534592,1.10159,0.0994836,0.0966375,0,0.00837709,0.473926,8.42249,10040.8
793,0.01,0.001,600,-0.196694,-5.91365,-6.39372,-0.478399,0.979532,0.0547519,1.1443,0.424254,0.420913,0,0.00870607,0.460385,8.08753,10052.3
794,0.01,0.001,600,-0.180948,-5.97017,-5.98599,-0.0128406,0.981672,0.0555129,1.18697,-7.71829e-05,-0.00363632,0,0.00874066,0.483032,8.42163,10064.2
795,0.01,0.001,600,-0.185771,-6.22581,-6.34678,-0.119725,0.981286,0.0553086,1.04122,0.0836334,0.0802491,0,0.00959363,0.470079,8.56566,10076.4
796,0.01,0.001,600,-0.185471,-6.05622,-6.20338,-0.144803,0.973606,0.0549002,1.46547,0.117374,0.113969,0,0.00975384,0.457706,8.72649,10088.5
797,0.01,0.001,600,-0.171015,-5.70962,-5.61594,0.0961514,0.978667,0.0538511,1.18826,-0.0607778,-0.0633241,0,0.00837396,0.439805,8.20547,10100.2
798,0.01,0.001,600,-0.155555,-5.51051,-5.20676,0.307541,0.983532,0.0504627,0.832633,-0.314024,-0.316449,0,0.00884684,0.414192,7.69734,10111.8
799,0.01,0.001,600,-0.178059,-5.51335,-5.78435,-0.267957,0.984708,0.0531571,0.790959,0.272887,0.269756,0,0.00893064,0.409881,8.22548,10123.3
800,0.01,0.001,600,-0.163587,-5.52605,-5.35321,0.175659,0.983729,0.0511661,0.853565,-0.123092,-0.125756,0,0.00900831,0.384733,8.02013,10134.8
801,0.01,0.001,600,-0.163514,-5.34867,-5.39311,-0.0432571,0.977241,0.0535374,1.22202,0.0335672,0.0297198,0,0.00963287,0.401714,8.23629,10146.3
802,0.01,0.001,600,-0.171773,-5.37385,-5.4823,-0.104626,0.981145,0.0507264,1.04641,0.0774,0.0742693,0,0.00892013,0.39495,7.55465,10157.3
803,0.01,0.001,600,-0.179808,-5.49003,-5.74776,-0.254121,0.980349,0.0580819,1.15428,0.246532,0.243577,0,0.00886017,0.389655,8.44418,10169.1
804,0.01,0.001,600,-0.168515,-5.76629,-5.69209,0.0754513,0.980601,0.051512,1.00203,-0.0723018,-0.0754763,0,0.00882303,0.380719,7.88757,10180.4
805,0.01,0.001,600,-0.170274,-5.89123,-5.90723,-0.0164808,0.980112,0.0554526,1.30423,0.0950048,0.0917996,0,0.00887562,0.375391,7.61886,10191.6
806,0.01,0.001,600,-0.194893,-6.03049,-6.30563,-0.272325,0.984199,0.0530729,1.11784,0.285094,0.281277,0,0.00807731,0.417486,8.42449,10203.2
807,0.01,0.001,600,-0.186582,-6.33876,-6.31912,0.0229894,0.979783,0.0570607,1.53971,0.0043409,0.000292686,0,0.00865739,0.434044,8.15532,10214.9
808,0.01,0.001,600,-0.174091,-6.08553,-5.98272,0.106463,0.983351,0.0509212,1.0403,-0.0209838,-0.0248194,0,0.00885179,0.432851,7.91343,10226.2
809,0.01,0.001,600,-0.18635,-6.06435,-6.17194,-0.105193,0.984384,0.0553784,0.99314,0.0970749,0.094248,0,0.00876478,0.418842,8.24883,10237.8
810,0.01,0.001,600,-0.177551,-6.06182,-6.01782,0.047755,0.978457,0.0876322,1.47605,0.0207965,0.0163888,0,0.00920387,0.414508,7.72364,10249.8
811,0.01,0.001,600,-0.180058,-6.05089,-6.1028,-0.0505642,0.976008,0.0536864,1.36997,0.000550773,-0.00317018,0,0.00818631,0.421215,8.17698,10261.4
812,0.01,0.001,600,-0.163158,-5.9007,-5.63149,0.271863,0.985281,0.0549464,0.890447,-0.227784,-0.229513,1,0.00240467,0.411912,8.07693,10272.8
813,0.01,0.001,600,-0.167851,-5.75955,-5.67782,0.0837405,0.975501,0.0640914,1.75074,0.0202975,0.0159015,0,0.00868193,0.41977,8.27859,10284.5
814,0.01,0.001,600,-0.1757,-6.03313,-5.96573,0.0701916,0.985334,0.0495186,0.903477,-0.0636799,-0.0662586,0,0.00925924,0.39603,8.27915,10296.1
